pr_ab	bio3	bio4	bio7	bio11	bio12
0	17.2222108007889	12035.999656785	397.333323572115	-315.666689040273	197.111178466417
0	17.1111216720298	12107.7773096034	398.222215972585	-303.22230656187	163.333540588142
0	17.1111162916007	12243.3328037394	401.999988787136	-306.444474110495	171.444476422321
0	17	12332.5711018192	403.999984611234	-308.142894402141	183.000080240421
0	17	12454.9997267886	405.555553052151	-306.999975383494	191.33306367652
0	16.9999919871292	12336.0013811939	399.857207038567	-285.571569920486	167.285877460737
0	16.9999828678134	12008.8921902054	388.111205612021	-270.777872209069	168.222194537624
0	16.8750064832419	11419.878854616	369.750113314957	-258.875080556528	182.249860087175
0	17	10864.603371865	351.800139263533	-247.800055042068	197.999870687153
0	17	10394.0030535996	338.000105296452	-238.000000000144	211.99994735163
0	18	6761.50147622341	234.500031409009	-148.000219863061	234.500439726122
0	18	6658.00245600456	232.000125948952	-148.000314872379	252.000629744758
0	22	7383	274	-181	249
0	22	7543.66496085377	278.333286030698	-187.333286030767	247.333380896527
0	22	7755.3317098696	285.666618946877	-193.333285613544	241.000000104306
0	21.5000172495228	8078.99722625019	294.999945278693	-206.249887428398	241.499945650724
0	21.0000361809877	8278.99905952901	301.499963819012	-212.500217555301	244.500688768661
0	21	9040.99855077426	320.249933652025	-234.750012849122	241.500103966577
0	20.8333205037813	9474.83088753969	331.333247568098	-246.499928824907	240.999960104019
0	20	9937.42594210077	344.999914908961	-257.285667962991	238.714237256795
0	19.9999999999724	10223.4278043454	353.285735463402	-261.857197248479	216.857381611678
0	20	9883.00492016308	342.250169268296	-258.000107780012	219.750196902277
0	20	9610.00143749183	337.8	-255.400027395691	198.000049612775
0	20	9481.80054841756	335.199999968841	-257.200083611065	195.200192975299
0	20	9373.33432337608	333.000050092656	-246.666674333577	178.000060706525
0	18	10244.9999913172	334	-272.00000578855	159.000002894275
0	18	10247.4998089243	334.499959281721	-273.500135179896	152.000465111553
0	17.6666666145139	11735.9996884654	383.999943466392	-310.333361678367	130.333333594097
0	18	12051	395.999914651984	-305	128.999914651984
0	18	12071.33375097	396.666666770807	-315.999748311123	150.999470311107
0	17.8000177736221	12088.5991296859	396.400003473312	-324.999891855636	170.199808150044
0	18	12136.9997926157	399.333303501936	-316.666878145463	167.333669795382
0	18	12134.999130874	399.999913087401	-309	160.999913087401
0	13	14608.0001286487	463	-370.000000000039	79.9999649142206
0	14	14676.9998775716	466.999986440302	-372.999993168025	94.3333016765989
0	14	14673.0003025513	468.500012164635	-373.000012086406	103
0	13.9999989308837	14776.3333138815	469.666673968071	-372.9999874312	92.3333250409712
0	13.9999745756037	14685.9990256602	467.999926934159	-371.000127122308	95.000215990255
0	13.5000146287876	14778.5007091443	469.00002773213	-368.999959242797	91.4999135961792
0	12.9999991785957	14679.3749529867	463.125005045844	-372.375006346308	104.249980452366
0	12.777769963554	14713.4432369456	461.555506349542	-374.88897348057	111.000149486893
0	11.4444361347566	14685.2207868397	454.666618686106	-389.333413996395	136.889075109069
0	10.777778759999	14916.8875864274	458.888858709845	-392.444464071294	142.111136291995
0	11.1250074806325	15538.3735995926	476.249970898754	-391.749956710142	142.499866277469
0	11.7500008409603	15745.9996742539	482.49998841236	-381.250027380094	109.125047934594
0	11.8571475285328	15942.9998464496	486.714297046356	-378.714198656682	97.9997635137263
0	12.1111147791828	15773.0005079093	483.33336531169	-371.666555233845	92.8885613527184
0	12.2222188410062	15489.0010895321	476.111140586135	-370.555570749128	109.111086103094
0	12.2222301407408	15223.0008451888	470.444456083222	-365.555550522827	113.444368014547
0	11.9999964623368	15069.5564058965	463.888908011625	-377.000005284484	157.222167886882
0	11.5555617616938	14846.1120432589	456.888926247625	-377.555552774549	178.444381644946
0	11.9999980964259	14549.0012950184	448.666704190595	-370.66673304022	184.000079021181
0	12.1111111110868	14224.4460952303	439.111151694671	-366.222283006572	199.666733327111
0	12.5555655167011	13817.1123724976	427.666720601356	-352.999967013619	184.999902787596
0	13.6666630550305	13406.0016396239	416.50004891933	-337.666723200924	163.33333298302
0	14.4999907689552	12952.1689406354	405.333365811536	-318.000126001559	136.166951630388
0	14.0000114474988	12831.3317182983	400.999990377835	-321.999784061986	160.999381338882
0	16	12371.3334083567	397.66665785288	-289.666660903778	110.666643954108
0	15.7142899721623	12254.4287453882	396.142856964069	-288.714259474087	130.857064203504
0	15.33332793552	12299.5555345935	399.111112736613	-297.222193625325	158.333237050915
0	14.444444479214	12336.1109869122	399.777786826364	-309.888837396754	202.666468651132
0	13.6666666666806	12254.8898338712	397.000030952711	-317.555531330593	239.110969203101
0	12.8888976766491	12127.2231325664	393.111141272838	-322.111084391411	268.999820376714
0	12.0000003737655	12021.8894641272	389.444460724921	-330.555514711312	314.888635148109
0	11.33333367233	11938.0002910842	386.111137274441	-338.666639190813	360.666440114621
0	11.0000000000132	11843.6666981693	383.22222107498	-342.666654636739	389.555474700842
0	11	11746.2229028418	381.777776899925	-343.44442294881	405.666537779316
0	10.7777819152271	11711.2225840141	380.555559223685	-347.222196606482	431.999819377027
0	10.6666677705932	11675.4447839074	379.44446161138	-349.333331759977	451.999914425259
0	11.222217997865	11627.8891675676	378.444461394086	-347.666665719152	453.888822949842
0	11.3333343850922	11579.6669917613	377.444456935024	-346.88887938829	462.666535631967
0	11.3333354194524	11554.7777295892	376.666674254881	-348.999978191321	481.666493674968
0	11.4444458351999	11542.4443140637	375.666678974736	-352.888848114073	510.444216718621
0	11.6666659539045	11547.3331894526	374.77778577457	-359.111077515912	551.110889547682
0	11.6666674315976	11522.2225213976	373.777776213228	-361.555551087686	571.444334809711
0	12.1111114848766	11449.8891966178	371.666695324569	-358.00001524592	563.66664916861
0	12.3333336896986	11386.8892135584	370.111126313656	-354.555573774243	551.666672837434
0	12.77777849054	11342.8889972639	368.888892487499	-351.777790529123	540.111123861856
0	13.3333290307525	11301.4449549768	367.666687110498	-347.666679331099	520.222231461362
0	13.7777788469211	11259.8895058044	366.777781715371	-340.888914721827	483.000157239561
0	14.7777788469211	11221.5555630832	366.333335471634	-330.222251766627	427.000155136038
0	15.7777625665724	11221.5556491002	368.111077177115	-323.22223941508	380.000180969164
0	17.7777781515433	11282.9998561805	377.555521969167	-323.999991290414	327.666810772835
0	18.0000003737478	11370.7772252126	381.333319434655	-320.777789633724	299.00010129727
0	18	11473.2215508021	383.333325779956	-315.555587229626	272.44451051297
0	18	11564.9997505377	385.777769103056	-309.333352377732	243.666743339435
0	18	11684.9997835056	389.111093396597	-306.888896598699	226.333439724246
0	18	11794.2219912927	391.666646431521	-302.555615062204	207.222353161058
0	17.8888944605436	11864.3330562219	392.555554277845	-299.444447339197	203.333278964365
0	17.5714357573359	11887.2870645106	391.571471698099	-286.000190599882	176.571784123083
0	17.2	11821.0011717028	386.600046233496	-267.000066635725	155.599970507683
0	17	11680.5020568811	380.500105687553	-262.000027145536	169.999947234492
0	18	6464.19807812917	221.799932159677	-143.599774199301	394.199520674131
0	18	6691.49793317431	229.333262457772	-157.499990704217	408.000350533276
0	17.1666666666667	7075.99738227086	242.999891287604	-161.333170695216	344.333388758832
0	16.1999877806046	7409.99919955853	254.79995038706	-166.199871125666	265.800027568768
0	16.8333333333662	7230.66932861147	249.833401627488	-176.833558919956	294.000448499925
0	17.5555482541622	6852.78013425742	238.22228726541	-150.888942267115	246.999908975419
0	18.5555412570004	6595.77944495558	231.000047884981	-144.777870200921	261.555584742609
0	19.6249987776563	6400.00107279888	226.250021395763	-139.625016497239	282.874850388184
0	19.999992933299	6284.11205036525	223.666698140832	-139.777856111037	315.222132336258
0	20.4444512068943	6188.00086987375	221.666697280347	-142.444485375673	348.33328718651
0	20.8333328248384	6060.66838787904	217.833391314193	-129.66683586364	328.50035072804
0	21	6011	216	-125	315
0	21	6006.3324484572	215.9999779133	-127.333289055627	315.333355472186
0	21	6077.99879886944	217.999933270524	-133.999866541049	325
0	22	7362.9990796339	272.999929202608	-180.999929202608	256.000070797392
0	22	7492.33115246282	277.99995264528	-189.999777073072	269.332922343249
0	22	7735.99548991496	286.33316621013	-199.332857544902	268.999153849892
0	22	7929.74843054957	292.499927951106	-198.999908452635	254.749917351048
0	22	8220.33310028618	300.166678752998	-204.666815718898	241.333679575102
0	21.666665597598	8611.99602418554	310.333259432766	-220.999987196499	256.000157135519
0	21	8996.99714148309	319.666567759068	-229.33313546658	250.999711701269
0	21	9418.66121393903	331.333181464484	-241.999709926586	267.999446242312
0	20.0000247464917	9876.32949017097	345.333208323197	-250.333344467768	289.333436803577
0	20	10181.3320981752	354.333308482536	-253.999931184707	253.000110851831
0	20	9867.00287366961	343.333432658282	-251.66679929102	224.66709437105
0	18	12082.9995891817	398.999908707044	-300.000045646478	128.999954353522
0	17.7777777429501	12191.1092112724	402.222143036976	-301.999947056164	137.222052690823
0	17.9999898041845	12298.9989758657	405.999985223299	-307.777657948386	153.444215398393
0	17.8888789799193	12332.3332659681	407.555556285632	-320.66657492158	186.11079470934
0	17.8888892626544	12349.6668393498	408.666660642895	-318.000140151942	188.333544621444
0	18	12334.8349530524	408.833387454793	-321.499865211089	209.499587667202
0	18.3333182090697	12247.1667971116	406.249960174747	-311.416952079176	198.583860512254
0	19	12033.001322464	399.000088164266	-302.000264492798	201.00044082133
0	19	11874.0028776872	394.333389006484	-299.666751780158	202.666715455876
0	11	14465.9995576923	452.999979895105	-358.999979895105	77
0	12	14453.0000977089	453.500012125501	-359.500001916674	72.5
0	12	14491.6667270863	454.66666919609	-361.999996694838	70.0000026663102
0	12	14486.5714940506	454.571437869558	-363.142858260416	68.142850660930307
0	12	14488.8752493358	455.499999618628	-362.00001825675	64.6250153817981
0	12	14512.9994465305	456.999977861228	-363.999977861147	65
0	13.4999883047402	14308.5002906605	455.000011617031	-355.99997668771	71
0	13.9999993871984	14513.5001091962	462.833324076274	-367.666682481952	95.9999464651354
0	14	14494.4288709462	463.714297538079	-367.42859403682	104.00002368113
0	14	14455.4443143594	462.777780602729	-364.111123697373	102.222248107369
0	14	14392.7143903741	462.14285904269	-358.571451302626	100.285721158712
0	14	14414.5004277774	462.249997242464	-357.500005515144	99.0000073534777
0	14	14306.3754260939	459.749999520793	-351.250026089481	101.124993027903
0	14	14239.6668540262	457.333337675065	-347.000016454251	104.500014107227
0	13.8333327466084	14375.833153173	459.166659795593	-347.500011538765	103.166664228418
0	12.8333321598992	14550.6654777307	458.666626339673	-360.000057328817	111.666798964712
0	12.1666590001934	14685.1641323154	457.999897923899	-367.500144880584	123.000296319152
0	12.1666648543388	15170.8320868068	470.166647826478	-372.666638961037	129.833319214099
0	12.6249972473285	15234.8748962445	473.87499422577	-359.000021268406	102.750028137592
0	12.5555580154303	15320.7772033685	474.888894078159	-358.333274809141	101.777624413541
0	12.1111184993919	15244.3337973304	472.000018079694	-362.222207914866	121.333224967963
0	12.6666768103432	15020.6673459432	468.111124827356	-354.444429042294	117.111036254904
0	12.222229906061	14891.8893189943	463.777791363623	-360.777720583591	147.555322310757
0	10.5555628656144	14932.6670004895	458.7777936931	-393.999961041909	258.888681903045
0	11.9999847279681	14612.5577891789	454.000012177716	-369.7779820338	201.222768043145
0	12.5555630568544	14305.4454184074	446.666690856892	-355.555552722055	178.888799708012
0	13.4999981420373	13930.5010901643	436.625041676566	-340.124998161755	154.624927550271
0	14.9999835328193	13492.0032500662	426.500033012765	-315.500247320802	108.0004780175
0	16	12735.0019348824	404.500070953828	-292.500022295246	103.999915629538
0	15.2857201528767	12382.8578333213	390.000066394223	-295.428499659095	140.428246230528
0	15.3333370970401	12007.1123430221	379.222259633221	-288.222219831948	149.555441158391
0	14.6666708910439	11948.8884829089	377.666649995262	-296.111024068342	190.110816552522
0	14.1111157266253	12013.9999802804	380.888890809866	-302.444444844329	214.55553209534
0	13.6666713864866	12081.9996786972	384.777770389515	-311.222165732131	245.110927237644
0	13.3333337244833	12109.7779003894	386.777778212433	-319.333309108272	281.222066693462
0	12.7777868001999	12039.0003447141	386.666672012385	-321.999971150794	303.555428215281
0	12.2222226133722	11939.778479590601	384.7777864352	-326.222199127195	340.221962335944
0	11.1111115022905	11854.4452970466	381.777790224983	-336.555502411864	400.444128398097
0	10.0000097264741	11770.778159477	379.000016871436	-346.999956461069	469.221894737101
0	9.33333374186776	11663.8892845576	376.111123819064	-352.111096030258	515.110938641351
0	9.33333333333333	11539.2230395006	372.888902926734	-351.444447408446	529.777682841764
0	9.33333333333333	11450.7783831932	371.000009787394	-351.333327996307	543.444323458202
0	9.66665732263986	11402.7783331722	370.000004067946	-351.111120715938	556.444374324579
0	9.99999959146557	11356.3336092493	369.333342764328	-350.333337079665	562.888806521939
0	10	11331.1115181295	368.777786461241	-351.111107060584	579.666506235817
0	10.1111107199774	11318.3337164747	368.555565142975	-353.555544264472	605.999807764355
0	10.3333333681015	11307.3339672595	367.777780976585	-355.66666956116	631.999844923277
0	10.9999952975401	11273.7778471168	366.444452823698	-357.555544751292	657.666505062191
0	11	11225.8892116562	364.999999348204	-358.33333835742	677.110983901572
0	11.1111058436949	11165.4447787286	363.000008500993	-357.666670786814	687.999935903841
0	11.8888831955533	11083.1118771413	360.666691108932	-355.222247073076	687.777758446173
0	12	11017.8895166357	358.55556574279	-352.888910601865	683.333289698624
0	12.2222172416322	10957.7785879027	356.777782697594	-351.111131433368	677.111134318874
0	12.8888838735126	10910.7778287081	355.111110946088	-347.666671569172	658.666711343868
0	13.0000004258993	10878.0002914319	354.00000024351	-344.333364816273	638.0000775247
0	13.5555551296374	10876.6668443623	353.666683068741	-340.777799230017	609.333493181326
0	14.555539970568	10890.2223810049	356.11108608659	-337.888883664994	568.111383156953
0	18.5555394577095	10900.0002833919	369.333281467477	-343.222214903444	500.778007101981
0	18.9999939068651	10979.5554650721	373.11111111111	-338.333388258838	454.333561301158
0	18.8888946256795	11049.2219527081	374.444434961381	-330.000051379211	404.666938816724
0	18.8888888888889	11141.7773568387	376.444444409712	-322.000034942446	360.000123810742
0	18.7777828365536	11180.8889844967	376.777788608248	-303.555780281735	289.22289171533
0	18.7777651568488	11114.7779806124	373.444452545658	-267.000100498848	179.000286432573
0	18.6666662581527	11143.222600659	373.999997270661	-260.888927081991	159.888940120088
0	18.8333327205625	11058.6671961988	370.500001225568	-254.500035711324	154.166758950153
0	18.5	10977.4976554866	366.499925761	-251.999722678444	166.999314596452
0	18.7999880308959	6105.1993980597	211.599978174127	-122.400027490058	411.199991208178
0	19.0000121254332	6337.99778883796	220.399918469596	-143.599809418016	455.399586667597
0	18.1111237668932	6663.55169250652	231.99985788388	-137.000062001575	385.667762406315
0	16.4444580215252	7223.77732770224	250.222223169691	-155.22223379233	289.000382386845
0	17.4444371778192	6875.00329042446	239.888978487409	-157.222277538611	303.444365544724
0	18.5714196867982	6543.28841107284	230.28579048107	-148.428785262549	301.428928422046
0	19.7499834545779	6308.00129085994	224.000017464736	-140.249900766644	308.499566688779
0	20.8749911894305	6063.25082157197	218.625011225856	-128.249968268314	334.749536795596
0	21.8	5946.40010767553	217.399959633825	-121.200074630465	366.79996681451
0	22.5	5787.5009452817	214.00003195649	-107.000095869716	368.000154032547
0	22	5788.0014879969	211.000064695517	-114.000064695517	359.000064695517
0	22	5750.99986967411	210	-117.999543847589	372.998631542307
0	22.3333103861765	5705.33432879948	208.333356384872	-111.000112962948	354.667020340748
0	22	5725.99960525565	208	-112.000065790726	348.000197372177
0	17	12712.9992290516	424	-299	171.999914339067
0	18	12587.6668105822	419.333304466772	-304.333275495906	178.999884377298
0	18	12571.6683393617	418.333351847762	-307.333201177937	195.666336199991
0	18	12557.6694958312	419.833387585059	-304.83318677202	208.833021592125
0	18.7142857143319	12315.5741851075	410.7143800585	-308.428393960199	227.142364444742
0	19	11971.5021281717	398.000113784059	-307.666805719126	234.500130890682
0	19.6249999804817	11810.1238652005	392.750009602533	-302.375124726051	235.875193342272
0	18.6666965241304	12160.9949988618	403.999880883062	-302.333422488502	217.000446297371
0	18	12874.4949823465	428.499818391145	-303.999910114692	200.49999816176
0	11	13934.0000528836	436.666672455686	-338.666666379913	82.6666580613412
0	11.0000031161149	14085.166685482	441.833333137765	-344.666660877773	87.8333121722571
0	11.124997066411	14195.6248958097	444.999994406652	-348.500006082307	93.4999965480393
0	11.8749959516245	14277.7498785005	448.874994514143	-350.750013318563	87.6250232633874
0	11.8750019752611	14318.6246857454	450.874994631567	-351.749993976402	83.6250167996315
0	12	14319.2497843432	451.833325327935	-350.750006499525	79.8333629298857
0	12	14328.800140187	452.599991676434	-350.200004208729	74.2000167723153
0	12	14411.9999424233	453.666666614514	-357	68.3333262666323
0	12.3333318991167	14295.3336566024	451.666679730953	-349.999988317809	67.3333420949833
0	12.5999919111324	14226.4000794035	449.200005038031	-348.200010701731	64.6000180865563
0	13	14234.000091764	452.000031369792	-351.000007979459	69.0000079792729
0	13.9999905186648	14179.7998251902	452.999982820913	-348.399987405162	76.7999693341751
0	14	14148.3332704684	453.333336201939	-349.333315835924	90.9999569476112
0	14	14175.5999638604	456.199985214773	-350.400018289908	99.3999869356838
0	14	14131.4004245959	455.400018540283	-348.600011703145	104.599994977775
0	14.2499935656514	14027.2505242932	454.250008507499	-344.000027771321	109.499977665431
0	14.499998924365	13956.2510358715	452.25002800609	-340.749981655299	113.49989548584
0	14.2222212660778	13896.2221084182	449.444442523553	-338.666689996352	118.222253400732
0	14.1249960885507	13996.3742305593	451.749974027969	-336.000029619491	115.125088809375
0	13.9999999999703	14094.2498181372	452.249998846109	-335.500010834765	118.250021004295
0	13.7499970468559	14357.7496187513	457.37498200247	-339.75000670812	112.49999194234
0	13.4285731831429	14570.7140492176	461.857131480473	-342.285732546329	113.285764854459
0	13.0000082922914	14689.8566349166	463.142855321261	-345.714212581172	122.428392898158
0	12.5555588324883	14732.5559784115	461.88890687293	-351.222215433559	141.66663479213
0	12.8888851164996	14607.5558202261	459.666672655559	-345.222245256489	139.777807383214
0	12.7777844707302	14531.1113390468	458.000013246852	-345.555490251652	149.222010647047
0	13.0000000347537	14445.2227579815	457.666660721329	-340.555616287601	144.444543891258
0	12.7777703807856	14449.3335764725	456.11111151969	-349.888886142481	175.555462254968
0	13.7142811881888	14300.0005328654	453.714294196574	-336.285749354892	141.000043506828
0	14.9999680042725	14090.0028505856	450	-322.000371509364	118.000830713001
0	15.9999622936357	12472.0058201593	398.000105139902	-281.00057756425	106.000986544655
0	16.2499990025685	12071.7527718949	384.000087225502	-278.500095498187	125.000014022475
0	16.1428620489015	11536.001808437	366.714344620835	-270.428627071835	146.571398855271
0	15.6666725251106	11475.9993847915	365.77776314895	-270.777772380128	166.888883073975
0	15.3333318469648	11621.3330463056	372.111095639151	-279.666638391461	193.666555381789
0	14.9999927333945	11666.000231266	375.222226368328	-287.333363086767	222.666684459979
0	14.3333295087383	11647.7783327417	376.444443592668	-293.222266778672	254.222255366876
0	13.7777794813743	11550.3341645508	375.111112119536	-296.000042592069	278.333366695562
0	13.7777786643221	11355.0010611403	371.000033647292	-289.555610307801	277.000065244541
0	13.1111129886049	11184.3344065634	366.88891730352	-291.333348518898	306.666590011946
0	12.0000033290576	11042.0008838371	362.555585065438	-297.888892470483	355.444347006969
0	11.5555571288016	10919.0007269273	359.333341147673	-303.222222535526	398.444388190106
0	10.7777798117126	10855.2228725287	357.000012629787	-310.999999165934	448.777696542365
0	10.1111106330389	10836.4450386757	356.333344650578	-317.444448790741	491.222080411037
0	10.2222217789011	10834.5560095483	356.444455387902	-321.000016150157	518.888848392721
0	10.4444439837567	10864.5553723471	357.333330369417	-325.999979625872	552.99984802699
0	10.3333333333333	10904.3333620108	358.111112093399	-332.777764252935	602.888658738898
0	10.5555458464807	10929.7781424053	358.333342555712	-338.888875520497	649.444277694585
0	10.9999999999814	10904.1115320034	357.333348709732	-341.222219249622	685.333137030105
0	11	10875.5559052249	356.000015428533	-343.888882978299	720.444266889772
0	11.1111058784637	10813.0003378561	353.888897311659	-344.888887220033	747.888750239937
0	11.6666623380106	10727.5562411836	351.222243213743	-344.33334604993	766.333215363096
0	12	10644.3339629046	348.55558594326	-342.666680886997	773.555491615428
0	12	10542.1121721176	345.555587942472	-341.000018435983	777.88878541722
0	12.4444345006894	10478.222666088	342.88891708618	-339.666669396023	777.999948133332
0	12.77777825585	10416.6672755784	340.77780986913	-337.111140351437	766.888890487711
0	13	10374.2227242123	339.444450876687	-334.888916955737	752.333350690597
0	13.0000009039706	10380.666715014	338.666667449001	-334.222224829836	743.111031820699
0	14.1111016366986	10397.8895884233	340.999980755635	-334.999979938521	718.111304675048
0	19.1110906585144	10395.1107114939	356.222143532496	-344.222171877397	644.77794807334
0	19.8888937564553	10472.9994606313	360.333323902419	-344.222222787236	613.000008161248
